Index,Dist. Route (m),Elev. Lidar (ft),Elev. Lidar (m)
171,1710,169.2297228,51.5812195
172,1720,169.4064714,51.63509247
173,1730,169.5061283,51.66546792
174,1740,169.6388303,51.70591549
175,1750,169.7512568,51.74018309
176,1760,169.9375363,51.79696105
177,1770,170.0130768,51.81998582
178,1780,170.1242988,51.85388627
179,1790,170.2747881,51.8997554
180,1800,170.3274769,51.91581496
181,1810,170.5647667,51.98814088
182,1820,170.6563772,52.01606376
183,1830,170.7613452,52.04805802
184,1840,170.9151038,52.09492365
185,1850,182.8313639,55.72699971
186,1860,171.2008045,52.18200522
187,1870,171.4120914,52.24640547
188,1880,171.5522125,52.28911437
189,1890,171.6810942,52.32839752
190,1900,171.7909232,52.36187339
191,1910,174.9716968,53.33137317
192,1920,172.083534,52.45106116
193,1930,172.1982785,52.4860353
194,1940,172.3240152,52.52435985
195,1950,172.4327446,52.55750055
196,1960,172.6598637,52.62672645
197,1970,172.6986468,52.63854755
198,1980,172.8581977,52.68717866
199,1990,173.0076836,52.73274196
200,2000,173.128434,52.7695467
201,2010,180.4490492,55.0008702
202,2020,173.3726728,52.84399066
203,2030,176.5497113,53.812352
204,2040,173.5914333,52.91066888
205,2050,173.82565,52.98205812
206,2060,173.9622683,53.02369939
207,2070,174.0525944,53.05123078
208,2080,174.108409,53.06824305
209,2090,175.322979,53.43844399
210,2100,174.531845,53.19730635
211,2110,174.7166601,53.253638
212,2120,176.3736102,53.75867638
213,2130,174.9314,53.31909071
214,2140,178.3711552,54.36752811
215,2150,175.3394385,53.44346085
216,2160,174.3344867,53.13715155
217,2170,172.9145271,52.70434786
218,2180,170.6386967,52.01067475
219,2190,168.0886642,51.23342486
220,2200,165.8641538,50.55539407
221,2210,163.1728446,49.73508304
222,2220,160.6274128,48.95923542
223,2230,158.0924249,48.18657112
224,2240,155.5148762,47.40093427
225,2250,160.5898547,48.94778772
226,2260,150.6486425,45.91770623
227,2270,147.8991751,45.07966856
228,2280,145.5636964,44.36781465
229,2290,143.0694334,43.6075633
230,2300,140.6104551,42.85806671
231,2310,138.036891,42.07364436
232,2320,135.5313704,41.30996171
233,2330,133.0834048,40.56382178
234,2340,130.6983437,39.83685516
235,2350,128.5636202,39.18619144
236,2360,127.0832812,38.73498412
237,2370,126.119585,38.44124952
238,2380,125.3436424,38.20474221
239,2390,124.4178649,37.92256523
240,2400,131.01275,39.93268621
241,2410,121.8124289,37.12842833
242,2420,120.4294052,36.70688269
243,2430,119.0964301,36.30059191
244,2440,117.7358974,35.88590153
245,2450,116.4699237,35.50003275
246,2460,115.1279607,35.09100243
247,2470,113.7768041,34.67916988
248,2480,112.4377978,34.27104076
249,2490,111.1234986,33.87044239
250,2500,109.7573086,33.45402768
251,2510,108.4648732,33.06009335
252,2520,107.7804809,32.85149059
253,2530,105.8608878,32.2663986
254,2540,104.4628937,31.84029
255,2550,103.1135765,31.42901813
256,2560,101.7407074,31.01056761
257,2570,100.4731285,30.62420958
258,2580,99.13976941,30.21780171
259,2590,98.05709422,29.88780232
260,2600,100.2458195,30.55492578
261,2610,95.80446403,29.20120064
262,2620,94.97034699,28.94696176
263,2630,94.20765562,28.71449343
264,2640,97.64533959,29.76229951
265,2650,92.0075411,28.04389853
266,2660,90.52189286,27.59107294
267,2670,88.913572,27.10085675
268,2680,89.77621498,27.36379033
269,2690,85.79003953,26.14880405
270,2700,84.22936673,25.67311098
271,2710,83.05016972,25.31369173
272,2720,81.01838166,24.69440273
273,2730,79.36020432,24.18899028
274,2740,77.69283758,23.68077689
275,2750,76.03949004,23.17683656
276,2760,79.18061396,24.13425113
277,2770,72.95574915,22.23691234
278,2780,71.33873898,21.74404764
279,2790,69.75387373,21.26098071
280,2800,70.60300442,21.51979575
281,2810,66.63848347,20.31140976
282,2820,65.01029201,19.815137
283,2830,63.45773772,19.34191846
284,2840,62.49552461,19.0486359
285,2850,62.46614333,19.03968049
286,2860,62.84852438,19.15623023
287,2870,63.40580773,19.3260902
288,2880,64.50288865,19.66048046
289,2890,65.546623,19.97861069
290,2900,66.72277139,20.33710072
291,2910,67.83571372,20.67632554
292,2920,68.97386569,21.02323426
293,2930,70.09040451,21.36355529
294,2940,71.21707499,21.70696446
295,2950,72.13444205,21.98657794
296,2960,73.00537734,22.25203901
297,2970,73.72048982,22.4700053
298,2980,84.15109238,25.64925296
299,2990,74.86055156,22.81749612
300,3000,75.54410399,23.0258429
301,3010,76.05893822,23.18276437
302,3020,76.72747764,23.38653518
303,3030,77.39634015,23.59040448
304,3040,77.87591444,23.73657872
305,3050,78.42580666,23.90418587
306,3060,85.26989874,25.99026513
307,3070,79.51834808,24.2371925
308,3080,80.12360669,24.42167532
309,3090,80.61589743,24.57172554
310,3100,81.12331003,24.7263849
311,3110,81.58795358,24.86800825
312,3120,82.31223954,25.08877061
313,3130,127.853973,38.96989098
314,3140,133.9728231,40.83491648
315,3150,86.55967029,26.3833875
316,3160,84.88712319,25.87359515
317,3170,85.46592956,26.05001533
318,3180,86.23338264,26.28393503
319,3190,87.00931835,26.52044023
320,3200,87.7033155,26.73197056
321,3210,88.45074471,26.95978699
322,3220,89.18370507,27.1831933
323,3230,89.92519192,27.4091985
324,3240,90.74507287,27.65909821
325,3250,91.52238573,27.89602317
326,3260,92.29002077,28.12999833
327,3270,104.0791783,31.72333355
328,3280,93.76771826,28.58040052
329,3290,94.47472773,28.79589701
330,3300,95.24229305,29.02985092
331,3310,95.98853838,29.2573065
332,3320,96.6468424,29.45795756
333,3330,97.38151241,29.68188498
334,3340,98.0358983,29.8813418
335,3350,98.98117533,30.16946224
336,3360,100.2767682,30.56435894
337,3370,101.7979625,31.02801896
338,3380,103.5554919,31.56371394
339,3390,105.6490003,32.20181528
340,3400,107.8994744,32.88775979
341,3410,110.2294757,33.59794419
342,3420,112.5620363,34.30890867
343,3430,115.1475124,35.09696177
344,3440,117.2249657,35.73016954
345,3450,119.4805615,36.41767515
346,3460,126.3517983,38.51202812
347,3470,124.0063062,37.79712212
348,3480,126.3758186,38.5193495
349,3490,128.6089085,39.1999953
350,3500,130.820486,39.87408414
351,3510,133.1573119,40.58634866
352,3520,135.5118781,41.30402044
353,3530,137.6889624,41.96759574
354,3540,145.0866881,44.22242253
355,3550,142.3711661,43.39473143
356,3560,144.601456,44.07452378
357,3570,164.6462965,50.18419117
358,3580,149.1168547,45.45081732
359,3590,151.3048891,46.11773019
360,3600,167.0138411,50.90581877
361,3610,155.7992773,47.48761973
362,3620,158.1983912,48.21886963
363,3630,160.4693613,48.91106132
364,3640,162.6709397,49.58210243
365,3650,164.9993066,50.29178866
366,3660,167.2101577,50.96565607
367,3670,169.333125,51.6127365
368,3680,171.0870458,52.14733155
369,3690,171.8913698,52.3924895
370,3700,172.6558881,52.62551468
371,3710,173.834575,52.98477847
372,3720,175.2989821,53.43112973
373,3730,176.4809512,53.79139391
374,3740,177.8039344,54.19463921
375,3750,179.1174163,54.59498849
376,3760,180.3848961,54.98131634
377,3770,181.8291057,55.42151141
378,3780,183.1112457,55.81230768
379,3790,184.3587269,56.19253996
380,3800,185.5499211,56.55561595
381,3810,186.629583,56.88469691
382,3820,194.8787476,59.39904226
383,3830,188.5976363,57.48455954
384,3840,189.7165781,57.825613
385,3850,190.6747262,58.11765655
386,3860,191.6417589,58.4124081
387,3870,192.7148247,58.73947858
388,3880,193.6511678,59.02487594
389,3890,194.3075824,59.22495111
390,3900,195.1395598,59.47853783
391,3910,195.8982608,59.7097899
392,3920,196.5236213,59.90039978
393,3930,197.3725602,60.15915636
394,3940,197.5048376,60.19947449
395,3950,198.1284483,60.38955103
396,3960,198.9149512,60.62927713
397,3970,199.7297706,60.87763409
398,3980,200.7356254,61.18421862
399,3990,201.2156348,61.33052548
400,4000,237.4769862,72.38298538
401,4010,200.8301668,61.21303484
402,4020,205.6080397,62.66933051
403,4030,200.5670291,61.13283047
404,4040,206.5929027,62.96951674
405,4050,200.2545092,61.0375744
406,4060,200.0575558,60.97754299
407,4070,199.7546915,60.88522998
408,4080,199.1616447,60.70446931
409,4090,198.6364148,60.54437923
410,4100,198.1823982,60.40599497
411,4110,197.885119,60.31538426
412,4120,197.5798379,60.22233458
413,4130,197.129149,60.08496461
414,4140,196.541431,59.90582816
415,4150,196.0970663,59.7703858
416,4160,195.5746075,59.61114037
417,4170,195.0604948,59.45443881
418,4180,194.6165333,59.31911936
419,4190,194.1455398,59.17556052
420,4200,193.5775283,59.00243063
421,4210,192.9563482,58.81309493
422,4220,192.0123669,58.52536942
423,4230,190.5492288,58.07940493
424,4240,188.9863865,57.60305059
425,4250,187.4912495,57.14733284
426,4260,185.7575218,56.61889264
427,4270,183.3698564,55.89113222
428,4280,180.9139287,55.14256546
429,4290,178.354635,54.36249274
430,4300,175.8246521,53.59135397
431,4310,173.4536744,52.86867995
432,4320,170.8623421,52.07884187
433,4330,168.4297409,51.33738501
434,4340,169.1567923,51.5589903
435,4350,163.4455989,49.81821855
436,4360,161.0715747,49.09461596
437,4370,158.6333896,48.35145714
438,4380,156.4176428,47.67609753
439,4390,154.5358432,47.10252499
440,4400,153.0771278,46.65790856
441,4410,151.7090915,46.24093108
442,4420,150.5514788,45.88809072
443,4430,149.2942285,45.50488085
444,4440,148.1444939,45.15444174
445,4450,147.1653969,44.85601297
446,4460,145.9712518,44.49203754
447,4470,144.8555458,44.15197035
448,4480,154.1730578,46.99194801
449,4490,142.8316797,43.53509598
450,4500,141.8433672,43.23385833
451,4510,151.3510441,46.13179824
452,4520,143.3430131,43.69095038
453,4530,138.317039,42.15903348
454,4540,137.1854344,41.81412042
455,4550,136.1183367,41.48886903
456,4560,136.450115,41.58999506
457,4570,133.844308,40.79574509
458,4580,134.0611798,40.8618476
459,4590,131.6449488,40.12538039
460,4600,130.5347286,39.78698528
461,4610,129.4685662,39.46201897
462,4620,128.3656063,39.12583679
463,4630,127.1897385,38.76743229
464,4640,131.3501336,40.03552072
465,4650,124.4764447,37.94042034
466,4660,122.1928747,37.24438822
467,4670,136.0694096,41.47395605
468,4680,116.8151109,35.60524581
469,4690,113.9771801,34.74024448
470,4700,117.6729859,35.86672609
471,4710,108.5984776,33.10081596
472,4720,105.9101901,32.28142594
473,4730,103.1528706,31.44099495
474,4740,100.514237,30.63673944
475,4750,97.78670435,29.80538749
476,4760,96.17029351,29.31270546
477,4770,92.87381842,28.30793986
478,4780,90.74434288,27.65887571
479,4790,88.9940771,27.1253947
480,4800,90.67503616,27.63775102
481,4810,85.89809261,26.18173863
482,4820,84.39101251,25.72238061
483,4830,82.89360813,25.26597176
484,4840,81.36751514,24.80081861
485,4850,79.76771818,24.3132005
486,4860,78.20955716,23.83827302
487,4870,76.71503573,23.38274289
488,4880,75.18450442,22.91623695
489,4890,73.92370361,22.53194486
490,4900,73.39961997,22.37220417
491,4910,73.06336995,22.26971516
492,4920,72.84778139,22.20400377
493,4930,72.55923569,22.11605504
494,4940,72.976823,22.24333565
495,4950,76.35020269,23.27154178
496,4960,71.76499706,21.8739711
497,4970,71.44961808,21.77784359
498,4980,71.15467318,21.68794439
499,4990,70.95089762,21.62583359
500,5000,70.75230395,21.56530225
501,5010,70.44976524,21.47308845
502,5020,71.0112946,21.64424259
503,5030,77.39404608,23.58970525
504,5040,70.72774971,21.55781811
505,5050,72.94130175,22.23250877
506,5060,71.461042,21.7813256
507,5070,76.55472888,23.33388136
508,5080,72.80479534,22.19090162
509,5090,73.4300982,22.38149393
510,5100,74.05954104,22.57334811
511,5110,74.69336923,22.76653894
512,5120,75.50653263,23.01439114
513,5130,83.78510806,25.53770094
514,5140,77.15425037,23.51661551
515,5150,78.30108212,23.86616983
516,5160,79.403641,24.20222978
517,5170,80.55684608,24.55372668
518,5180,81.5431532,24.8543531
519,5190,82.40143061,25.11595605
520,5200,82.95115258,25.28351131
521,5210,83.22652975,25.36744627
522,5220,83.14518448,25.34265223
523,5230,82.83785048,25.24897683
524,5240,85.74384435,26.13472376
525,5250,81.51659912,24.84625941
526,5260,80.42894471,24.51474235
527,5270,79.78587872,24.31873583
528,5280,105.3540853,32.11192519
529,5290,87.84946824,26.77651792
530,5300,75.07571987,22.88307942
531,5310,87.79023862,26.75846473
532,5320,72.27933861,22.03074241
533,5330,70.85065912,21.5952809
534,5340,78.36109042,23.88446036
535,5350,68.10306037,20.7578128
536,5360,66.5718358,20.29109555
537,5370,67.73790815,20.6465144
538,5380,63.75010582,19.43103225
539,5390,62.38814977,19.01590805
540,5400,61.17971357,18.6475767
541,5410,59.90933952,18.26036669
542,5420,58.66785014,17.88196072
543,5430,57.3788431,17.48907138
544,5440,56.19021971,17.12677897
545,5450,54.73795279,16.68412801
546,5460,53.49785113,16.30614503
547,5470,52.16841399,15.90093258
548,5480,55.90041863,17.0384476
549,5490,49.58993601,15.1150125
550,5500,48.81150661,14.87774722
551,5510,48.40718294,14.75450936
552,5520,48.24017585,14.7036056
553,5530,48.02654726,14.6384916
554,5540,50.84382293,15.49719723
555,5550,47.51301983,14.48196844
556,5560,47.5229684,14.48500077
557,5570,47.31287503,14.42096431
558,5580,47.45315893,14.46372284
559,5590,46.78468873,14.25997313
560,5600,46.75302927,14.25032332
561,5610,46.58569358,14.1993194
562,5620,46.50340973,14.17423929
563,5630,46.48500781,14.16863038
564,5640,46.29377902,14.11034385
565,5650,46.15232563,14.06722885
566,5660,45.98237543,14.01542803
567,5670,45.79181126,13.95734407
568,5680,45.63651327,13.91000924
569,5690,45.58857693,13.89539825
570,5700,45.67805461,13.92267105
571,5710,47.64227737,14.52136614
572,5720,45.76529311,13.94926134
573,5730,46.24625262,14.0958578
574,5740,46.06891358,14.04180486
575,5750,46.05610119,14.03789964
576,5760,46.24365724,14.09506673
577,5770,57.25718442,17.45198981
578,5780,87.89551991,26.79055447
579,5790,83.46290826,25.43949444
580,5800,46.50585322,14.17498406
581,5810,46.66980693,14.22495715
582,5820,46.79868262,14.26423846
583,5830,46.84653481,14.27882381
584,5840,46.92329815,14.30222128
585,5850,47.08967248,14.35293217
586,5860,47.14214516,14.36892584
587,5870,47.25471557,14.40323731
588,5880,47.27417334,14.40916803
589,5890,47.38722438,14.44362599
590,5900,51.66476459,15.74742025
591,5910,47.59628557,14.50734784
592,5920,47.65486213,14.52520198
593,5930,47.70477178,14.54041444
594,5940,47.8119057,14.57306886
595,5950,47.93056435,14.60923601
596,5960,47.90367118,14.60103898
597,5970,47.99548375,14.62902345
598,5980,48.10967791,14.66382983
599,5990,48.14376161,14.67421854
600,6000,48.26670727,14.71169238
601,6010,48.3545312,14.73846111
602,6020,49.49457172,15.08594546
603,6030,48.50246387,14.78355099
604,6040,48.54564814,14.79671355
605,6050,48.70569281,14.84549517
606,6060,60.96572664,18.58235348
607,6070,48.89299062,14.90258354
608,6080,49.68534606,15.14409348
609,6090,49.04986155,14.9503978
610,6100,82.17177295,25.04595639
611,6110,49.00115375,14.93555166
612,6120,48.86990677,14.89554758
613,6130,48.66209509,14.83220658
614,6140,48.51055873,14.7860183
615,6150,48.23422066,14.70179046
616,6160,48.38750323,14.74851099
617,6170,47.84497094,14.58314714
618,6180,47.71591518,14.54381095
619,6190,47.4673056,14.46803475
620,6200,47.35697371,14.43440559
621,6210,47.16889535,14.3770793
622,6220,47.04547583,14.33946103
623,6230,46.95380999,14.31152128
624,6240,46.82225512,14.27142336
625,6250,46.5921647,14.2012918
626,6260,47.5140024,14.48226793
627,6270,46.57757562,14.19684505
628,6280,46.96590603,14.31520816
629,6290,47.41695976,14.45268933
630,6300,47.77805645,14.56275161
631,6310,49.91921473,15.21537665
632,6320,48.6432059,14.82644916
633,6330,52.37181071,15.9629279
634,6340,48.88297883,14.89953195
635,6350,49.38589643,15.05282123
636,6360,49.55990464,15.10585893
637,6370,49.85951032,15.19717875
638,6380,80.59867179,24.56647516
639,6390,50.23489377,15.31159562
640,6400,50.37402407,15.35400254
641,6410,50.87757056,15.50748351
642,6420,78.34038894,23.87815055
643,6430,84.98204472,25.90252723
644,6440,69.37493291,21.14547955
645,6450,75.56923104,23.03350162
646,6460,58.49966808,17.83069883
647,6470,54.44561067,16.59502213
648,6480,51.79071839,15.78581096
649,6490,51.87321238,15.81095513
650,6500,52.66491708,16.05226672
651,6510,53.02179771,16.16104394
652,6520,53.97569241,16.45179105
653,6530,54.91814388,16.73905025
654,6540,55.88201877,17.03283932
655,6550,61.33703153,18.69552721
656,6560,57.90457662,17.64931495
657,6570,58.98799095,17.97953964
658,6580,59.91058662,18.2607468
659,6590,66.10381972,20.14844425
660,6600,61.93934786,18.87911323
661,6610,62.95294929,19.18805894
662,6620,63.93631043,19.48778742
663,6630,64.91573679,19.78631657
664,6640,68.51535234,20.88347939
665,6650,66.71035237,20.3333154
666,6660,67.72377161,20.64220559
667,6670,68.77942234,20.96396793
668,6680,69.81047683,21.27823334
669,6690,71.22232293,21.70856403
670,6700,70.96397105,21.62981838
671,6710,71.91165535,21.91867255
672,6720,73.07361035,22.27283643
673,6730,74.0267419,22.56335093
674,6740,74.16944503,22.60684685
675,6750,74.04970124,22.57034894
676,6760,79.94539573,24.36735662
677,6770,76.17189399,23.21719329
678,6780,81.89547477,24.96174071
679,6790,82.8352703,25.24819039
680,6800,85.34760425,26.01394977
681,6810,85.8651433,26.17169568
682,6820,89.17264203,27.17982129
683,6830,91.14242639,27.78021156
684,6840,94.86558204,28.91502941
685,6850,96.45795624,29.40038506
686,6860,99.02040555,30.18141961
687,6870,100.914257,30.75866555
688,6880,137.6758783,41.96360772
689,6890,108.9515975,33.20844692
690,6900,106.6645523,32.51135553
691,6910,109.1289263,33.26249673
692,6920,111.5527424,34.00127589
693,6930,113.8529234,34.70237106
694,6940,116.3006535,35.4484392
695,6950,120.583946,36.75398675
696,6960,119.8505981,36.5304623
697,6970,121.554446,37.04979515
698,6980,127.2643405,38.79017098
699,6990,130.9887436,39.92536904
700,7000,127.5606353,38.88048163
701,7010,129.1328233,39.35968455
702,7020,130.916465,39.90333854
703,7030,139.8296154,42.62006678
704,7040,135.4525956,41.28595115
705,7050,133.2184704,40.60498978
706,7060,133.4193537,40.66621901
707,7070,155.7149871,47.46192807
708,7080,139.1254911,42.40544967
709,7090,134.0589274,40.86116108
710,7100,134.2315918,40.91378919
711,7110,134.3957553,40.96382623
712,7120,135.2973606,41.23863552
713,7130,134.9416252,41.13020735
714,7140,136.3092578,41.54706178
715,7150,137.3408223,41.86148265
716,7160,135.5408803,41.31286032
717,7170,136.3069617,41.54636193
718,7180,138.5721635,42.23679543
719,7190,135.5644542,41.32004565
720,7200,135.7882406,41.38825573
721,7210,136.2433012,41.5269582
722,7220,136.3845165,41.57000063
723,7230,136.2199808,41.51985015
724,7240,142.7734896,43.51735962
725,7250,136.518482,41.61083332
726,7260,137.3721684,41.87103693
727,7270,138.7014089,42.27618944
728,7280,140.3055533,42.76513263
729,7290,142.0205753,43.28787134
730,7300,143.2720985,43.66933562
731,7310,144.3930763,44.01100967
732,7320,145.5340588,44.35878113
733,7330,146.7436991,44.72747949
734,7340,148.0059093,45.11220117
735,7350,149.1269436,45.45389242
736,7360,152.7866513,46.56937131
737,7370,167.4698136,51.04479917
738,7380,152.4630241,46.47072976
739,7390,153.5630577,46.80601999
740,7400,154.7225069,47.1594201
741,7410,155.9448959,47.53200428
742,7420,157.2821078,47.93958646
743,7430,158.8983925,48.43223003
744,7440,160.7886389,49.00837714
745,7450,162.931758,49.66159985
746,7460,165.1782152,50.34631998
747,7470,186.5433764,56.85842114
748,7480,169.4488023,51.64799495
749,7490,171.559138,52.29122526
750,7500,173.7862961,52.97006306
751,7510,176.0099062,53.64781941
752,7520,178.4909272,54.4040346
753,7530,180.6739229,55.06941171
754,7540,182.6714938,55.6782713
755,7550,211.0495234,64.32789474
756,7560,187.1359359,57.03903327
757,7570,189.5018436,57.76016191
758,7580,204.9237794,62.46076798
759,7590,194.6904097,59.34163689
760,7600,197.245592,60.12045643
761,7610,199.5451842,60.82137214
762,7620,202.1054401,61.60173814
763,7630,204.0806198,62.20377291
764,7640,206.1102788,62.82241299
765,7650,208.3071827,63.49202929
766,7660,210.5607249,64.17890894
767,7670,212.9299653,64.90105343
768,7680,215.355513,65.64036037
769,7690,217.6710241,66.34612816
770,7700,219.9355556,67.03635734
771,7710,222.3656687,67.77705582
772,7720,224.5943642,68.45636221
773,7730,226.7206593,69.10445695
774,7740,228.9427833,69.78176034
775,7750,231.1012528,70.43966186
776,7760,237.9053299,72.51354455
777,7770,305.865006,93.22765384
778,7780,237.7868977,72.47744641
779,7790,239.6428841,73.04315106
780,7800,241.8393639,73.71263811
781,7810,244.0809688,74.39587929
782,7820,245.9399207,74.96248782
783,7830,248.1508648,75.63638359
784,7840,248.8413608,75.84684677
785,7850,250.1533365,76.24673696
786,7860,251.5573968,76.67469455
787,7870,253.1303197,77.15412145
788,7880,254.6736497,77.62452843
789,7890,256.2121037,78.0934492
790,7900,257.7512296,78.56257479
791,7910,259.404123,79.06637668
792,7920,261.2060299,79.61559793
793,7930,263.1889363,80.21998778
794,7940,265.377479,80.88705561
795,7950,267.5442013,81.54747256
796,7960,269.7356598,82.21542912
797,7970,289.6064771,88.27205422
798,7980,274.4246697,83.64463933
799,7990,276.5848151,84.30305164
800,8000,278.9136538,85.01288168
801,8010,281.242528,85.72272253
802,8020,283.3721541,86.37183256
803,8030,285.4642716,87.00950997
804,8040,287.6962691,87.68982281
805,8050,289.9386217,88.37329188
806,8060,292.3088793,89.0957464
807,8070,295.2979407,90.00681232
808,8080,297.41671,90.6526132
809,8090,299.5272143,91.29589492
810,8100,300.9222275,91.72109495
811,8110,329.3863628,100.3969634
812,8120,302.9452338,92.33770725
813,8130,302.3652304,92.16092222
814,8140,302.5179886,92.20748293
815,8150,305.6027418,93.14771569
816,8160,303.0817733,92.3793245
817,8170,303.6303461,92.54652949
818,8180,304.0550185,92.67596963
819,8190,306.564999,93.4410117
820,8200,308.5064309,94.03276012
821,8210,305.4677042,93.10655626
822,8220,306.573901,93.44372502
823,8230,306.6274231,93.46003856
824,8240,307.1396753,93.61617304
825,8250,307.6400658,93.76869204
826,8260,308.1986339,93.9389436
827,8270,308.6459279,94.07527882
828,8280,309.1971218,94.24328271
