FID,Id,ORIG_FID,Id_1,Z (ft),POINT_X,POINT_Y,Lat,Long
352,0,0,0,215.9887572,1275250.913,249602.2298,47.6745987,-122.3160019
353,0,0,0,214.7265225,1275251.558,249635.0318,47.6747017,-122.3160019
354,0,0,0,216.0687448,1275252.203,249667.8338,47.6748009,-122.3160019
355,0,0,0,217.6293002,1275252.848,249700.6358,47.6749001,-122.3160019
356,0,0,0,216.2658694,1275253.489,249733.4379,47.6749992,-122.3160019
357,0,0,0,216.316158,1275254.105,249766.2404,47.6750984,-122.3160019
358,0,0,0,217,1275254.722,249799.043,47.6752014,-122.3160019
359,0,0,0,229.7490726,1275255.338,249831.8455,47.6753006,-122.3160019
360,0,0,0,190.088647,1275255.955,249864.648,47.6753998,-122.3160019
361,0,0,0,143.3930244,1275256.571,249897.4506,47.6753998,-122.3160019
362,0,0,0,226.5873659,1275257.187,249930.2531,47.675499,-122.3160019
363,0,0,0,197.6363761,1275257.804,249963.0557,47.6755981,-122.3160019
364,0,0,0,0,1275258.42,249995.8582,47.6757011,-122.3160019
365,0,0,0,16.35092427,1275259.03,250028.6609,47.6758003,-122.3160019
366,0,0,0,175.6223805,1275230.946,250034.1986,47.6758003,-122.3160019
367,0,0,0,222.9179096,1275198.154,250035.2454,47.6758003,-122.3160019
368,0,0,0,224.4810519,1275165.362,250036.2921,47.6758003,-122.3160019
369,0,0,0,147.4934727,1275132.571,250037.3388,47.6758003,-122.3160019
370,0,0,0,217.0889488,1275099.779,250038.3855,47.6758003,-122.3160019
371,0,0,0,221.2394963,1275066.987,250039.4323,47.6758003,-122.3160019
372,0,0,0,80.34931634,1275034.196,250040.479,47.6758003,-122.3170013
373,0,0,0,220.0982072,1275001.404,250041.5257,47.6758003,-122.3170013
374,0,0,0,213.31137,1274968.613,250042.5724,47.6758003,-122.3170013
375,0,0,0,214.9794431,1274935.821,250043.6192,47.6758003,-122.3170013
376,0,0,0,211.263883,1274903.029,250044.6659,47.6758003,-122.3170013
377,0,0,0,219.3329459,1274870.238,250045.7126,47.6758003,-122.3170013
378,0,0,0,218.4972953,1274837.446,250046.7592,47.6758003,-122.3170013
379,0,0,0,81.33261115,1274804.654,250047.8027,47.6758003,-122.3180008
380,0,0,0,219.9609921,1274771.863,250048.8462,47.6758003,-122.3180008
381,0,0,0,217.5501375,1274739.071,250049.8897,47.6758003,-122.3180008
382,0,0,0,218.6564676,1274706.279,250050.9332,47.6758003,-122.3180008
383,0,0,0,219.5859581,1274673.487,250051.9769,47.6758003,-122.3180008
384,0,0,0,217.3744344,1274640.696,250053.0233,47.6758003,-122.3180008
385,0,0,0,236.4017908,1274607.904,250054.0697,47.6758003,-122.3180008
386,0,0,0,220.1868667,1274575.112,250055.116,47.6758003,-122.3180008
387,0,0,0,234.225847,1274542.321,250056.1624,47.6758003,-122.3190002
388,0,0,0,60.33666022,1274509.529,250057.2087,47.6758003,-122.3190002
389,0,0,0,219.5498156,1274476.737,250058.2464,47.6758003,-122.3190002
390,0,0,0,234.0775022,1274443.945,250059.2841,47.6758003,-122.3190002
391,0,0,0,82.85434976,1274411.153,250060.3219,47.6758003,-122.3190002
392,0,0,0,220.7144298,1274378.361,250061.3596,47.6758003,-122.3190002
393,0,0,0,216.0139723,1274345.57,250062.3996,47.6758003,-122.3190002
394,0,0,0,143.6347312,1274312.778,250063.4495,47.6758003,-122.3199997
395,0,0,0,239.4020683,1274279.987,250064.4994,47.6758003,-122.3199997
396,0,0,0,220.6387628,1274247.195,250065.5492,47.6758003,-122.3199997
397,0,0,0,230.530171,1274214.403,250066.5991,47.6758003,-122.3199997
398,0,0,0,219.5082322,1274181.612,250067.649,47.6758995,-122.3199997
399,0,0,0,223.0809611,1274148.814,250068.4565,47.6758995,-122.3199997
400,0,0,0,220.2304557,1274116.014,250069.2234,47.6758995,-122.3199997
401,0,0,0,221,1274083.215,250069.9903,47.6758995,-122.3199997
402,0,0,0,215.9932144,1274050.438,250071.4134,47.6758995,-122.3209991
403,0,0,0,220.7125748,1274017.66,250072.8449,47.6758995,-122.3209991
404,0,0,0,57.0537023,1273984.87,250073.9094,47.6758995,-122.3209991
405,0,0,0,89.46643227,1273952.078,250074.9593,47.6758995,-122.3209991
406,0,0,0,118.5467056,1273919.286,250076.0092,47.6758995,-122.3209991
407,0,0,0,62.59884259,1273886.495,250077.0591,47.6758995,-122.3209991
408,0,0,0,217.3715743,1273853.703,250078.0921,47.6758995,-122.3209991
409,0,0,0,140.4439563,1273820.91,250079.1071,47.6758995,-122.3209991
410,0,0,0,137.2378345,1273788.118,250080.122,47.6758995,-122.3219986
411,0,0,0,26.32367102,1273755.325,250081.137,47.6758995,-122.3219986
412,0,0,0,127.702847,1273728.05,250091.5535,47.6758995,-122.3219986
413,0,0,0,203.0979307,1273711.176,250119.6894,47.6759987,-122.3219986
414,0,0,0,218.5837084,1273694.301,250147.8254,47.6759987,-122.3219986
415,0,0,0,220.3375062,1273677.426,250175.9613,47.6761017,-122.3219986
416,0,0,0,53.38796283,1273660.551,250204.0972,47.6762009,-122.3219986
417,0,0,0,200.2940213,1273643.677,250232.2332,47.6763,-122.3219986
418,0,0,0,219.0978401,1273626.802,250260.3691,47.6763,-122.3219986
419,0,0,0,220.133432,1273609.927,250288.505,47.6763992,-122.3219986
420,0,0,0,178.37134,1273593.053,250316.6409,47.6764984,-122.3219986
421,0,0,0,221.78205,1273576.178,250344.7769,47.6766014,-122.322998
422,0,0,0,219.9659119,1273559.303,250372.9128,47.6767006,-122.322998
423,0,0,0,220.5452289,1273542.428,250401.0487,47.6767006,-122.322998
424,0,0,0,0,1273525.554,250429.1847,47.6767998,-122.322998
425,0,0,0,223.054767,1273508.679,250457.3206,47.676899,-122.322998
426,0,0,0,218.863408,1273491.804,250485.4565,47.6769981,-122.322998
427,0,0,0,232.9472166,1273474.929,250513.5924,47.6769981,-122.322998
428,0,0,0,0,1273458.055,250541.7284,47.6771011,-122.322998
429,0,0,0,75.69474549,1273441.18,250569.8643,47.6772003,-122.322998
430,0,0,0,198.8881063,1273424.305,250598.0002,47.6772995,-122.322998
431,0,0,0,18.69836207,1273407.431,250626.1362,47.6772995,-122.322998
432,0,0,0,223.8050945,1273390.556,250654.2721,47.6773987,-122.322998
433,0,0,0,107.9862396,1273373.681,250682.408,47.6775017,-122.322998
434,0,0,0,214.2379615,1273356.806,250710.5439,47.6776009,-122.322998
435,0,0,0,221.7926058,1273339.932,250738.6799,47.6776009,-122.3239975
436,0,0,0,218.8166533,1273322.635,250766.5578,47.6777,-122.3239975
437,0,0,0,220,1273305.31,250794.4189,47.6777992,-122.3239975
438,0,0,0,210.2258998,1273287.994,250822.2858,47.6778984,-122.3239975
439,0,0,0,220.0164603,1273270.687,250850.1575,47.6778984,-122.3239975
440,0,0,0,140.4986157,1273253.379,250878.0293,47.6780014,-122.3239975
441,0,0,0,106.4520578,1273236.072,250905.901,47.6781006,-122.3239975
442,0,0,0,173.4959251,1273218.764,250933.7728,47.6781998,-122.3239975
443,0,0,0,220.4976541,1273201.456,250961.6445,47.6781998,-122.3239975
444,0,0,0,219.8950468,1273184.149,250989.5163,47.678299,-122.3239975
445,0,0,0,202.5292697,1273166.841,251017.388,47.6783981,-122.3239975
446,0,0,0,220.3259681,1273149.534,251045.2598,47.6785011,-122.3239975
447,0,0,0,120.0917638,1273132.226,251073.1315,47.6786003,-122.3239975
448,0,0,0,164.1503063,1273114.919,251101.0033,47.6786003,-122.3239975
449,0,0,0,152.5980427,1273097.611,251128.875,47.6786995,-122.3249969
450,0,0,0,203.7741378,1273080.303,251156.7468,47.6787987,-122.3249969
451,0,0,0,170.9524694,1273062.996,251184.6185,47.6789017,-122.3249969
452,0,0,0,226.3390944,1273045.68,251212.4851,47.6789017,-122.3249969
453,0,0,0,41.27603855,1273028.356,251240.3467,47.6790009,-122.3249969
454,0,0,0,188.5108493,1273010.748,251268.0286,47.6791,-122.3249969
455,0,0,0,175.4908751,1272993.016,251295.6322,47.6791992,-122.3249969
456,0,0,0,42.95760508,1272975.284,251323.2358,47.6791992,-122.3249969
457,0,0,0,173.504644,1272957.551,251350.8394,47.6792984,-122.3249969
458,0,0,0,190.64305,1272939.004,251377.8625,47.6794014,-122.3249969
459,0,0,0,213.2184927,1272918.726,251403.654,47.6794014,-122.3249969
460,0,0,0,217.366687,1272898.449,251429.4456,47.6795006,-122.3249969
461,0,0,0,192.1795695,1272878.171,251455.2371,47.6795998,-122.3249969
462,0,0,0,202.460246,1272857.893,251481.0286,47.6796989,-122.3259964
463,0,0,0,142.3742853,1272837.616,251506.8201,47.6796989,-122.3259964
464,0,0,0,97.44661628,1272817.338,251532.6117,47.6797981,-122.3259964
465,0,0,0,217.4117824,1272809.531,251563.1504,47.6799011,-122.3259964
466,0,0,0,183.0346233,1272807.526,251595.8974,47.6800003,-122.3259964
467,0,0,0,192.9589361,1272805.52,251628.6444,47.6800995,-122.3259964
468,0,0,0,220.9900432,1272800.448,251660.9039,47.6800995,-122.3259964
469,0,0,0,142.9981441,1272792.201,251692.659,47.6801987,-122.3259964
470,0,0,0,220.0165711,1272782.857,251724.0582,47.6803017,-122.3259964
471,0,0,0,218.9555558,1272770.907,251754.6127,47.6804008,-122.3259964
472,0,0,0,219.5269379,1272758.661,251785.0316,47.6805,-122.3259964
473,0,0,0,201.0782085,1272743.319,251814.0321,47.6805992,-122.3259964
474,0,0,0,218.5781625,1272727.978,251843.0327,47.6805992,-122.3259964
475,0,0,0,145.297997,1272712.277,251871.8167,47.6806984,-122.3259964
476,0,0,0,218.2067662,1272693.809,251898.9333,47.6808014,-122.3259964
477,0,0,0,220.2590524,1272675.341,251926.05,47.6809006,-122.3259964
478,0,0,0,219.7809811,1272656.873,251953.1666,47.6809006,-122.3259964
479,0,0,0,218.2743285,1272637.776,251979.7293,47.6809998,-122.3259964
480,0,0,0,218.5354246,1272613.187,252001.4487,47.6810989,-122.3270035
481,0,0,0,211.5932681,1272588.597,252023.1682,47.6810989,-122.3270035
482,0,0,0,211.9386419,1272564.898,252045.8452,47.6811981,-122.3270035
483,0,0,0,221.0411286,1272541.468,252068.8109,47.6813011,-122.3270035
484,0,0,0,220.4227979,1272518.038,252091.7767,47.6813011,-122.3270035
485,0,0,0,219.8225695,1272494.609,252114.7424,47.6814003,-122.3270035
486,0,0,0,221.2490667,1272471.179,252137.7082,47.6814003,-122.3270035
487,0,0,0,220.5685474,1272447.749,252160.6739,47.6814995,-122.3270035
488,0,0,0,158.6562986,1272424.318,252183.6386,47.6815987,-122.3270035
489,0,0,0,152.9623759,1272400.886,252206.6021,47.6815987,-122.3270035
490,0,0,0,109.9882724,1272377.483,252229.5957,47.6817017,-122.3280029
491,0,0,0,190.0737028,1272354.127,252252.6369,47.6817017,-122.3280029
492,0,0,0,219.6549913,1272330.772,252275.6781,47.6818008,-122.3280029
493,0,0,0,213.0891769,1272307.416,252298.7194,47.6819,-122.3280029
494,0,0,0,221.2881551,1272284.06,252321.7606,47.6819,-122.3280029
495,0,0,0,220.9957599,1272260.705,252344.8018,47.6819992,-122.3280029
496,0,0,0,221.1247993,1272237.349,252367.843,47.6820984,-122.3280029
497,0,0,0,220.0158654,1272213.993,252390.8843,47.6820984,-122.3280029
498,0,0,0,219.4516342,1272189.901,252413.1191,47.6822014,-122.3280029
499,0,0,0,219.1605789,1272164.851,252434.3069,47.6822014,-122.3280029
500,0,0,0,245.0042323,1272139.802,252455.4947,47.6823006,-122.3290024
501,0,0,0,218.9129601,1272113.928,252475.5997,47.6823006,-122.3290024
502,0,0,0,195.8539131,1272086.843,252494.1143,47.6823997,-122.3290024
503,0,0,0,0,1272058.836,252511.1375,47.6823997,-122.3290024
504,0,0,0,194.7556666,1272030.174,252527.1022,47.6824989,-122.3290024
505,0,0,0,201.8251387,1272001.261,252542.5548,47.6824989,-122.3290024
506,0,0,0,186.3553012,1271971.094,252555.4538,47.6825981,-122.3290024
507,0,0,0,218.7784725,1271940.928,252568.3528,47.6825981,-122.3290024
508,0,0,0,226.5820581,1271909.942,252579.0458,47.6825981,-122.3290024
509,0,0,0,241.0599716,1271878.67,252588.9656,47.6825981,-122.3300018
510,0,0,0,248.2219011,1271846.555,252595.6356,47.6827011,-122.3300018
511,0,0,0,223.8870094,1271814.401,252602.1568,47.6827011,-122.3300018
512,0,0,0,211.0079407,1271782.242,252608.6516,47.6827011,-122.3300018
513,0,0,0,141.593093,1271749.741,252612.9711,47.6827011,-122.3300018
514,0,0,0,223.7829517,1271717.137,252616.6204,47.6827011,-122.3300018
515,0,0,0,220.904332,1271684.532,252620.2697,47.6827011,-122.3300018
516,0,0,0,97.76338682,1271651.79,252619.5916,47.6827011,-122.3310013
517,0,0,0,195.9175241,1271619.02,252618.0099,47.6827011,-122.3310013
518,0,0,0,133.8856001,1271586.337,252615.4551,47.6827011,-122.3310013
519,0,0,0,157.6481455,1271553.808,252611.1826,47.6827011,-122.3310013
520,0,0,0,224.6411663,1271521.279,252606.9101,47.6827011,-122.3310013
521,0,0,0,204.4954759,1271488.75,252602.6375,47.6827011,-122.3310013
522,0,0,0,225.7206674,1271456.221,252598.365,47.6825981,-122.3310013
523,0,0,0,225.5425339,1271423.563,252595.5993,47.6825981,-122.3310013
524,0,0,0,236.4160065,1271390.782,252594.2432,47.6825981,-122.3320007
525,0,0,0,222.3324579,1271358.017,252595.4194,47.6825981,-122.3320007
526,0,0,0,184.7348134,1271325.254,252597.1493,47.6825981,-122.3320007
527,0,0,0,223.0322648,1271292.491,252598.8792,47.6825981,-122.3320007
528,0,0,0,158.6202693,1271259.728,252600.6091,47.6825981,-122.3320007
529,0,0,0,152.0089869,1271227.035,252602.8175,47.6825981,-122.3320007
530,0,0,0,162.6690253,1271195.139,252610.4976,47.6827011,-122.3320007
531,0,0,0,86.04298418,1271163.242,252618.1778,47.6827011,-122.3320007
532,0,0,0,202.7120648,1271131.59,252626.6419,47.6827011,-122.3330002
533,0,0,0,206.7476956,1271100.981,252638.452,47.6827011,-122.3330002
534,0,0,0,106.218396,1271070.972,252651.5647,47.6828003,-122.3330002
535,0,0,0,224.0444761,1271042.108,252667.1617,47.6828003,-122.3330002
536,0,0,0,223.1721074,1271013.244,252682.7587,47.6828003,-122.3330002
537,0,0,0,217.6563272,1270984.749,252698.9216,47.6828995,-122.3330002
538,0,0,0,158.0457072,1270958.827,252719.0317,47.6828995,-122.3330002
539,0,0,0,204.729718,1270932.905,252739.1418,47.6829987,-122.3330002
540,0,0,0,157.3864834,1270906.982,252759.2518,47.6831017,-122.3339996
541,0,0,0,208.4482268,1270883.813,252782.4434,47.6831017,-122.3339996
542,0,0,0,149.1461009,1270860.922,252805.9468,47.6832008,-122.3339996
543,0,0,0,221.5800388,1270838.432,252829.7955,47.6832008,-122.3339996
544,0,0,0,88.63741258,1270818.527,252855.8756,47.6833,-122.3339996
545,0,0,0,127.6393213,1270798.621,252881.9556,47.6833992,-122.3339996
546,0,0,0,188.1773718,1270780.14,252909.0358,47.6834984,-122.3339996
547,0,0,0,166.8968762,1270762.352,252936.6035,47.6834984,-122.3339996
548,0,0,0,199.4222394,1270744.564,252964.1712,47.6836014,-122.3339996
549,0,0,0,220.9216811,1270726.776,252991.7389,47.6837006,-122.3339996
550,0,0,0,222,1270708.834,253019.2058,47.6837997,-122.3339996
551,0,0,0,222.975612,1270690.766,253046.5909,47.6837997,-122.3339996
552,0,0,0,215.3713547,1270672.698,253073.9759,47.6838989,-122.3349991
553,0,0,0,195.0161348,1270654.627,253101.3586,47.6839981,-122.3349991
554,0,0,0,204.7594201,1270636.555,253128.7412,47.6841011,-122.3349991
555,0,0,0,189.9707991,1270618.484,253156.1239,47.6841011,-122.3349991
556,0,0,0,179.3895264,1270600.413,253183.5066,47.6842003,-122.3349991
557,0,0,0,184.9956679,1270582.341,253210.8893,47.6842995,-122.3349991
558,0,0,0,174.3989922,1270564.27,253238.272,47.6842995,-122.3349991
559,0,0,0,221.2145333,1270546.328,253265.7392,47.6843987,-122.3349991
560,0,0,0,206.6881364,1270528.607,253293.3499,47.6845016,-122.3349991
561,0,0,0,198.5548266,1270510.886,253320.9606,47.6846008,-122.3349991
562,0,0,0,209.2950944,1270493.165,253348.5713,47.6847,-122.3349991
563,0,0,0,39.56008442,1270475.444,253376.1819,47.6847,-122.3349991
564,0,0,0,49.66163094,1270457.723,253403.7926,47.6847992,-122.3349991
565,0,0,0,178.5970894,1270440.002,253431.4033,47.6848984,-122.3349991
566,0,0,0,163.5297068,1270422.281,253459.014,47.6848984,-122.3359985
567,0,0,0,223.6921702,1270404.559,253486.6246,47.6850014,-122.3359985
568,0,0,0,220.438087,1270386.392,253513.9088,47.6851006,-122.3359985
569,0,0,0,222.9370723,1270365.455,253539.1685,47.6851997,-122.3359985
570,0,0,0,221.6545342,1270344.519,253564.4282,47.6851997,-122.3359985
571,0,0,0,222.9335008,1270321.788,253588.0145,47.6852989,-122.3359985
572,0,0,0,225.5265656,1270297.509,253610.0002,47.6853981,-122.3359985
573,0,0,0,221.9147411,1270270.595,253628.7624,47.6853981,-122.3359985
574,0,0,0,204.0518207,1270243.459,253647.1986,47.6855011,-122.3359985
575,0,0,0,154.5098771,1270216.188,253665.4391,47.6855011,-122.3359985
576,0,0,0,193.6614168,1270187.807,253681.6638,47.6855011,-122.336998
577,0,0,0,166.3991191,1270157.826,253694.9885,47.6856003,-122.336998
578,0,0,0,205.0946263,1270130.089,253709.6789,47.6856003,-122.336998
579,0,0,0,177.5083135,1270131.314,253742.4644,47.6856995,-122.336998
580,0,0,0,215.4290882,1270132.538,253775.2499,47.6857986,-122.336998
581,0,0,0,213.1947646,1270133.763,253808.0353,47.6859016,-122.336998
582,0,0,0,215.5274271,1270134.988,253840.8208,47.6860008,-122.336998
583,0,0,0,215.071942,1270136.212,253873.6063,47.6861,-122.336998
584,0,0,0,196.8588411,1270137.437,253906.3917,47.6861992,-122.336998
585,0,0,0,215.1545775,1270138.662,253939.1772,47.6861992,-122.336998
586,0,0,0,214.7059931,1270139.886,253971.9627,47.6862984,-122.336998
587,0,0,0,75.02297707,1270141.111,254004.7481,47.6864014,-122.336998
588,0,0,0,215.459896,1270142.336,254037.5336,47.6865005,-122.336998
589,0,0,0,174.1240729,1270144.365,254070.07,47.6865997,-122.336998
590,0,0,0,217.4893871,1270161.881,254097.8114,47.6866989,-122.336998
591,0,0,0,110.8954778,1270182.143,254123.6139,47.6867981,-122.336998
592,0,0,0,21.25607349,1270202.423,254149.4031,47.6867981,-122.336998
593,0,0,0,216.8072846,1270222.704,254175.1923,47.6869011,-122.3359985
594,0,0,0,150.4476885,1270235.526,254204.98,47.6870003,-122.3359985
595,0,0,0,212.4288808,1270238.083,254237.3917,47.6870995,-122.3359985
596,0,0,0,47.83968091,1270238.193,254270.1998,47.6871986,-122.3359985
597,0,0,0,176.355401,1270238.303,254303.008,47.6873016,-122.3359985
598,0,0,0,88.11429809,1270238.412,254335.8161,47.6873016,-122.3359985
599,0,0,0,210.2815851,1270238.516,254368.6243,47.6874008,-122.3359985
600,0,0,0,214.7899782,1270238.62,254401.4324,47.6875,-122.3359985
601,0,0,0,214.7054135,1270238.725,254434.2406,47.6875992,-122.3359985
602,0,0,0,214.4649941,1270238.829,254467.0488,47.6876984,-122.3359985
603,0,0,0,215.0290471,1270238.934,254499.8569,47.6878014,-122.3359985
604,0,0,0,217.4059789,1270239.038,254532.6651,47.6879005,-122.3359985
605,0,0,0,143.0902984,1270239.143,254565.4733,47.6879997,-122.3359985
606,0,0,0,155.4241255,1270239.247,254598.2814,47.6880989,-122.3359985
607,0,0,0,58.73450309,1270239.351,254631.0896,47.6880989,-122.3359985
608,0,0,0,134.3045153,1270239.456,254663.8978,47.6882019,-122.3359985
609,0,0,0,219,1270239.56,254696.7059,47.6883011,-122.3359985
610,0,0,0,210.1664607,1270239.665,254729.5141,47.6884003,-122.3359985
611,0,0,0,219.0400665,1270239.769,254762.3223,47.6884995,-122.3359985
612,0,0,0,72.3473944,1270239.874,254795.1304,47.6885986,-122.3359985
613,0,0,0,219.5518414,1270239.978,254827.9386,47.6887016,-122.3359985
614,0,0,0,219.4355235,1270240.185,254860.7463,47.6888008,-122.3359985
615,0,0,0,114.5592995,1270240.419,254893.5538,47.6889,-122.3359985
616,0,0,0,42.08465029,1270240.661,254926.3612,47.6889992,-122.3359985
617,0,0,0,197.1230443,1270240.906,254959.1686,47.6889992,-122.3359985
618,0,0,0,217.3376809,1270241.152,254991.976,47.6890984,-122.3359985
619,0,0,0,145.8553704,1270241.397,255024.7834,47.6892014,-122.3359985
620,0,0,0,219.956011,1270241.642,255057.5909,47.6893005,-122.3359985
621,0,0,0,221.4586922,1270241.888,255090.3983,47.6893997,-122.3359985
622,0,0,0,218.9694115,1270242.133,255123.2057,47.6894989,-122.3359985
623,0,0,0,187.5160095,1270242.379,255156.0131,47.6896019,-122.3359985
624,0,0,0,202.0798993,1270242.624,255188.8205,47.6897011,-122.3359985
625,0,0,0,104.3938457,1270242.87,255221.6279,47.6898003,-122.3359985
626,0,0,0,219.7106488,1270243.115,255254.4353,47.6898994,-122.3359985
627,0,0,0,154.1393656,1270243.361,255287.2428,47.6898994,-122.3359985
628,0,0,0,218.4087757,1270243.606,255320.0502,47.6899986,-122.3359985
629,0,0,0,217.3927878,1270243.852,255352.8576,47.6901016,-122.3359985
630,0,0,0,142.8849068,1270244.097,255385.665,47.6902008,-122.3359985
631,0,0,0,210.3651623,1270244.342,255418.4724,47.6903,-122.3359985
632,0,0,0,34.07971142,1270244.588,255451.2798,47.6903992,-122.3359985
633,0,0,0,215.2637222,1270244.833,255484.0873,47.6904984,-122.3359985
634,0,0,0,209.0105057,1270221.012,255493.5968,47.6904984,-122.336998
635,0,0,0,192.9027794,1270188.214,255494.4244,47.6904984,-122.336998
636,0,0,0,232.6281616,1270155.417,255495.26,47.6904984,-122.336998
637,0,0,0,230.038865,1270122.619,255496.0957,47.6904984,-122.336998
638,0,0,0,222.3924562,1270089.821,255496.9313,47.6904984,-122.336998
639,0,0,0,222.4305641,1270057.021,255497.6084,47.6904984,-122.336998
640,0,0,0,202.3406615,1270024.214,255497.948,47.6904984,-122.336998
641,0,0,0,221.7795007,1269991.407,255498.2875,47.6904984,-122.336998
642,0,0,0,223.0522331,1269958.601,255498.627,47.6904984,-122.3379974
643,0,0,0,98.8919095,1269925.794,255498.9666,47.6904984,-122.3379974
644,0,0,0,107.1541675,1269892.993,255499.5928,47.6904984,-122.3379974
645,0,0,0,214.1688882,1269860.197,255500.4926,47.6904984,-122.3379974
646,0,0,0,219.6050037,1269827.405,255501.5209,47.6904984,-122.3379974
647,0,0,0,221.9063676,1269794.612,255502.532,47.6904984,-122.3379974
648,0,0,0,187.4941606,1269761.819,255503.5431,47.6904984,-122.3379974
649,0,0,0,221.9571841,1269729.027,255504.5543,47.6904984,-122.3389969
650,0,0,0,222.5478726,1269696.234,255505.5654,47.6904984,-122.3389969
651,0,0,0,102.0067784,1269663.441,255506.5765,47.6904984,-122.3389969
652,0,0,0,220.8842851,1269630.648,255507.5877,47.6904984,-122.3389969
653,0,0,0,180.1369815,1269597.856,255508.5988,47.6904984,-122.3389969
654,0,0,0,220,1269565.063,255509.6066,47.6904984,-122.3389969
655,0,0,0,219.3339367,1269532.27,255510.6111,47.6904984,-122.3389969
656,0,0,0,220.4266141,1269499.477,255511.6156,47.6904984,-122.3389969
657,0,0,0,105.2984461,1269466.684,255512.6201,47.6904984,-122.3399963
658,0,0,0,171.9678727,1269433.891,255513.6246,47.6904984,-122.3399963
659,0,0,0,109.5483315,1269401.098,255514.6291,47.6904984,-122.3399963
660,0,0,0,220.2191345,1269368.305,255515.6336,47.6904984,-122.3399963
661,0,0,0,169.5211713,1269335.512,255516.6381,47.6904984,-122.3399963
662,0,0,0,219.4974141,1269302.719,255517.6523,47.6904984,-122.3399963
663,0,0,0,219.3815475,1269269.927,255518.6851,47.6904984,-122.3399963
664,0,0,0,218.2372409,1269237.135,255519.7097,47.6904984,-122.3410034
665,0,0,0,221.335081,1269204.342,255520.7222,47.6904984,-122.3410034
666,0,0,0,222.9943884,1269171.55,255521.7347,47.6904984,-122.3410034
667,0,0,0,130.2815048,1269138.757,255522.7471,47.6904984,-122.3410034
668,0,0,0,221.1252908,1269105.964,255523.7596,47.6904984,-122.3410034
669,0,0,0,220.1637109,1269073.171,255524.7721,47.6904984,-122.3410034
670,0,0,0,249.5669139,1269040.379,255525.7884,47.6904984,-122.3410034
671,0,0,0,222.6499157,1269007.587,255526.8144,47.6904984,-122.3410034
672,0,0,0,224.2220045,1268974.794,255527.8398,47.6904984,-122.3420029
673,0,0,0,130.5927344,1268942.002,255528.8651,47.6904984,-122.3420029
674,0,0,0,221.4370185,1268909.209,255529.8838,47.6904984,-122.3420029
675,0,0,0,244.9825844,1268876.416,255530.8857,47.6904984,-122.3420029
676,0,0,0,220.4702212,1268843.623,255531.8876,47.6904984,-122.3420029
677,0,0,0,220.2853116,1268810.83,255532.8895,47.6904984,-122.3420029
678,0,0,0,244.6493943,1268778.037,255533.8939,47.6904984,-122.3420029
679,0,0,0,218.8243776,1268745.245,255534.909,47.6904984,-122.3430023
680,0,0,0,141.4674337,1268712.452,255535.9241,47.6904984,-122.3430023
681,0,0,0,141.0526269,1268679.66,255536.9392,47.6904984,-122.3430023
682,0,0,0,161.732823,1268646.867,255537.9543,47.6906013,-122.3430023
683,0,0,0,80.01281017,1268614.074,255538.9694,47.6906013,-122.3430023
684,0,0,0,153.6326673,1268581.282,255539.9845,47.6906013,-122.3430023
685,0,0,0,74.96675081,1268548.489,255540.9997,47.6906013,-122.3430023
686,0,0,0,197.849964,1268515.696,255541.9895,47.6906013,-122.3430023
687,0,0,0,163.8657836,1268482.897,255542.7808,47.6906013,-122.3440018
688,0,0,0,197.4611446,1268450.098,255543.5721,47.6906013,-122.3440018
689,0,0,0,192.1176618,1268417.299,255544.3633,47.6906013,-122.3440018
690,0,0,0,218.5535462,1268384.501,255545.1546,47.6906013,-122.3440018
691,0,0,0,187.3043809,1268351.702,255545.9459,47.6906013,-122.3440018
692,0,0,0,173.3869649,1268318.903,255546.7372,47.6906013,-122.3440018
693,0,0,0,218,1268286.104,255547.5285,47.6906013,-122.3440018
694,0,0,0,217.0487773,1268253.306,255548.3623,47.6906013,-122.3450012
695,0,0,0,103.4478574,1268220.51,255549.2376,47.6906013,-122.3450012
696,0,0,0,229.9132062,1268187.713,255550.1152,47.6906013,-122.3450012
697,0,0,0,212.4443214,1268154.917,255550.9928,47.6906013,-122.3450012
698,0,0,0,210.8413182,1268122.12,255551.8705,47.6906013,-122.3450012
699,0,0,0,225.1911767,1268089.323,255552.7481,47.6906013,-122.3450012
700,0,0,0,214.1973114,1268056.527,255553.6257,47.6906013,-122.3450012
701,0,0,0,234.2750154,1268023.73,255554.5034,47.6906013,-122.3450012
702,0,0,0,219.1493106,1267990.934,255555.381,47.6906013,-122.3460007
703,0,0,0,244.3082218,1267958.137,255556.2586,47.6906013,-122.3460007
704,0,0,0,175.7886815,1267925.34,255557.1362,47.6906013,-122.3460007
705,0,0,0,214.7059551,1267892.544,255558.0139,47.6906013,-122.3460007
706,0,0,0,214.5064939,1267859.747,255558.8915,47.6906013,-122.3460007
707,0,0,0,103.7080757,1267826.951,255559.7691,47.6906013,-122.3460007
708,0,0,0,206.0094074,1267794.154,255560.6468,47.6906013,-122.3460007
709,0,0,0,221.4452705,1267761.357,255561.5244,47.6906013,-122.3470001
710,0,0,0,247.3241245,1267728.561,255562.402,47.6906013,-122.3470001
711,0,0,0,216.1890613,1267695.764,255563.2796,47.6906013,-122.3470001
712,0,0,0,215.4156348,1267662.968,255564.1573,47.6906013,-122.3470001
713,0,0,0,218.9144629,1267630.171,255565.0349,47.6906013,-122.3470001
