Index,Dist. Route (m),Elev. Lidar (m)
1038,10349.61102,93.8784
1039,10359.58149,93.8784
1040,10369.55195,94.21888481
1041,10379.52332,93.8784
1042,10389.49424,93.8784
1043,10399.46516,93.5736
1044,10409.43653,93.69958457
1045,10419.4079,93.5736
1046,10429.37837,93.5736
1047,10439.34883,94.80638026
1048,10449.31975,93.57460682
1049,10459.29067,93.2688
1050,10469.26114,93.2688
1051,10479.23205,93.22172861
1052,10489.20342,92.3544
1053,10499.1748,91.78444272
1054,10509.14617,91.1352
1055,10519.11754,90.35673036
1056,10529.08891,89.6112
1057,10539.06028,90.13640011
1058,10549.02803,89.0016
1059,10558.99895,88.6968
1060,10568.96942,88.77194519
1061,10578.94033,87.58573526
1062,10588.9117,90.24721697
1063,10598.88307,86.83112019
1064,10608.85354,85.84547687
1065,10618.82401,85.344
1066,10628.79493,84.7344
1067,10638.76539,84.1248
1068,10648.73631,83.57159067
1069,10658.70678,83.5152
1070,10668.67724,83.58707533
1071,10678.64816,83.5152
1072,10688.61908,84.11690167
1073,10698.58955,83.82
1074,10708.56046,84.1248
1075,10718.53093,84.1248
1076,10728.50185,84.4296
1077,10738.47232,84.4296
1078,10748.44323,84.7344
1079,10758.4146,86.35654365
1080,10768.38552,84.7344
1081,10778.35689,85.0392
1082,10788.32781,85.344
1083,10798.29873,86.68934897
1084,10808.2692,85.6488
1085,10818.23966,85.9536
1086,10828.21103,85.9536
1087,10836.50525,86.67339911
1088,10846.50685,86.2584
1089,10856.50801,86.2584
1090,10866.50916,86.2584
1091,10876.51031,86.5632
1092,10886.51147,86.5632
1093,10896.51262,86.868
1094,10906.51377,87.28381647
1095,10916.51492,88.0872
1096,10926.51653,89.55771828
1097,10936.51768,89.3064
1098,10946.51929,94.2719467
1099,10956.48704,90.2208
1100,10966.48639,90.6129135
1101,10976.48574,90.8304
1102,10981.31906,90.8304
1103,10991.3139,91.1352
1104,11001.30874,91.44
1105,11011.29908,91.7448
1106,11021.29121,92.0496
1107,11031.28425,92.32600278
1108,11041.26556,92.3544
1109,11051.25499,92.6592
1110,11061.24442,92.964
1111,11071.23385,101.9691036
1112,11081.22283,93.81798718
1113,11091.21227,95.42935309
1114,11101.2017,93.2688
1115,11111.19113,94.13367673
1116,11121.18056,92.91592984
1117,11131.16999,92.56554858
1118,11141.15942,92.33318307
1119,11151.14885,96.46005242
1120,11153.47234,97.35231613
