Index,Dist. Route (m),Elev. Lidar (m)
237,2367.526743,69.1896
238,2377.527896,69.4944
239,2387.52905,69.4944
240,2397.530203,69.7992
241,2407.531356,69.7992
242,2417.532509,70.104
243,2427.533662,70.104
244,2437.534815,70.4088
245,2447.535968,70.4088
246,2457.537572,73.24295687
247,2467.538725,70.7136
248,2477.539878,70.7136
249,2487.541482,71.0184
250,2497.542635,71.23191518
251,2507.543789,71.3232
252,2517.544942,71.3232
253,2527.546095,71.63481216
254,2537.547248,71.628
255,2547.548401,71.9328
256,2557.549554,71.9328
257,2567.550707,71.9328
258,2577.551861,71.9328
259,2587.553915,71.9328
260,2597.555068,71.9328
261,2607.556221,71.628
262,2617.557825,71.628
263,2627.558978,71.36555053
264,2637.560131,71.3232
265,2647.561284,71.48103195
266,2657.562438,71.0184
267,2667.563591,71.0184
268,2677.564744,81.23422095
269,2687.565897,70.7136
270,2697.56705,70.7136
271,2707.568203,70.4088
272,2717.569356,70.104
273,2727.57051,69.7992
274,2737.571663,69.7992
275,2747.572816,69.4944
276,2757.573969,69.1896
277,2767.575122,68.8848
278,2777.576275,68.79928298
279,2787.577429,68.58
280,2797.578582,68.2752
281,2807.579735,67.9704
282,2817.580888,67.3608
283,2827.582041,67.056
284,2837.583194,66.7512
285,2847.584348,66.16206207
286,2857.585501,65.8368
287,2867.586654,65.532
288,2877.587807,65.20894308
289,2887.58896,64.6176
290,2897.590113,64.3128
291,2907.591266,64.008
292,2917.59287,63.57253059
293,2927.594023,63.0936
294,2937.595176,62.7888
295,2947.59633,62.484
296,2957.597483,62.1792
297,2967.599087,64.60528126
298,2977.536504,62.1792
299,2984.268214,63.76140456
300,2994.239132,60.96
301,3004.210502,72.94388064
302,3014.181421,79.86271208
303,3024.114756,73.86072319
304,3034.088838,75.58982197
305,3044.062919,69.13580021
306,3054.024342,56.83607475
307,3063.96856,56.388
308,3073.942641,56.388
309,3083.917175,65.72804623
310,3093.884929,68.913464
311,3103.854491,67.50830991
312,3113.829024,71.82215846
313,3123.80401,55.90036055
314,3133.778995,56.13930828
315,3143.753076,66.18334597
316,3153.727158,68.46603399
317,3163.701239,64.10066117
318,3173.675321,58.53742622
319,3183.649402,68.25285358
320,3193.623484,55.52302725
321,3203.597565,55.1688
322,3211.053462,55.05727999
323,3221.049207,54.864
324,3231.046304,55.1688
325,3241.044302,55.1688
326,3251.044554,55.1688
327,3261.043905,55.4736
328,3271.037846,55.4736
329,3281.038999,55.4736
330,3291.040153,55.7784
331,3301.041306,55.7784
332,3311.042909,56.0832
333,3321.044063,56.388
334,3331.045666,56.388
335,3341.04727,56.6928
336,3351.048423,58.16399186
337,3361.049576,56.9976
338,3371.05073,57.3024
339,3381.051883,57.6072
340,3391.053036,57.912
341,3401.054189,58.2168
342,3411.055793,58.8264
343,3421.056946,59.1312
344,3431.059,59.59385441
345,3441.060604,60.0456
346,3451.061757,60.3504
347,3461.06291,60.3504
348,3471.064063,60.6552
349,3481.064766,60.96
350,3491.065919,61.2648
351,3501.067072,61.5696
352,3511.068225,61.8744
353,3521.069379,62.1792
354,3531.070532,62.484
355,3541.071685,62.7888
356,3551.072838,63.0936
357,3561.073541,63.33395379
358,3571.074694,63.7032
359,3581.075847,64.03191264
360,3591.077901,64.3128
361,3601.079505,65.07451384
362,3611.080658,65.31257879
363,3621.081811,65.64499687
364,3631.082964,67.77142954
365,3641.084118,77.97605771
366,3649.784563,66.14089686
367,3659.75503,65.8368
368,3669.725496,65.532
369,3679.696415,72.29304306
370,3689.667333,64.9224
371,3699.638251,64.6176
372,3709.609622,75.51769926
373,3719.58054,64.3128
374,3729.551006,64.008
375,3739.521925,63.78106056
376,3749.492391,63.93326172
377,3759.463309,63.3984
378,3769.43468,63.0936
379,3779.405146,68.15457387
380,3789.375612,62.484
381,3799.346983,61.8744
382,3809.318353,61.48954924
383,3819.289271,60.96
384,3829.259738,60.3504
385,3839.230204,60.0903928
386,3849.200671,59.436
387,3859.171137,58.94982339
388,3869.141603,61.65418832
389,3879.11207,58.07705865
390,3889.082536,57.67898915
391,3899.053455,65.23669927
392,3909.023921,56.6928
393,3918.994387,56.388
394,3928.965306,62.38161116
395,3938.936676,55.4736
396,3948.907142,54.864
397,3958.877609,54.2544
398,3968.848075,53.9496
399,3978.818542,53.9496
400,3988.789008,53.6448
401,3998.759474,62.7888
402,4008.729941,62.484
403,4018.700407,62.7888
404,4028.671325,59.97574529
405,4038.642244,63.03592614
406,4048.613162,63.14900797
407,4058.584532,55.59217705
408,4068.555903,53.6448
409,4078.527273,53.86703367
410,4088.497739,54.30003586
411,4098.46911,54.32482249
412,4107.345433,66.69651259
413,4117.338473,53.34
414,4127.331512,53.6448
415,4137.323649,53.6448
416,4147.315787,60.09637958
417,4157.307924,65.78030232
418,4167.300513,53.6448
419,4177.293101,66.61218125
420,4187.28614,56.92539449
421,4197.278278,53.6448
422,4207.270866,53.9496
423,4217.263455,53.9496
424,4227.256043,61.8506004
425,4237.249082,53.9496
426,4247.242122,53.9496
427,4257.235161,53.9496
428,4267.2282,57.71957029
429,4277.22124,67.17512908
430,4287.214279,53.9496
431,4297.207318,63.29278656
432,4307.200358,66.59523161
433,4317.192495,55.75414404
434,4327.184633,54.2544
435,4337.177672,54.2544
436,4347.17026,54.12658448
437,4357.162398,54.2544
438,4367.154986,55.15723799
439,4377.147575,54.2544
440,4387.139712,69.15346355
441,4397.13185,59.21714181
442,4407.123987,54.79518039
443,4417.116124,54.43475823
444,4427.108262,54.5592
445,4437.100399,54.5592
446,4447.092537,54.5592
447,4457.084223,67.18637771
448,4467.07636,66.06844158
449,4477.0694,64.44518827
450,4487.061537,54.56623776
451,4497.053675,57.99902503
452,4507.045812,54.7005015
453,4517.037949,55.60125336
454,4527.029185,63.27106429
455,4537.020871,55.07045797
456,4547.013009,59.65896956
457,4557.005146,59.3582278
458,4566.986454,55.48871613
459,4576.975885,54.50723881
460,4586.965316,54.2544
461,4596.954296,54.2544
462,4606.942825,53.9496
463,4616.931354,53.9496
464,4626.920785,57.42483572
465,4636.527562,53.8841646
466,4646.528715,54.86435876
467,4656.529868,54.06924852
468,4666.483597,53.9496
469,4676.482497,58.46735898
470,4686.466514,53.9496
471,4696.46316,53.9496
472,4706.454395,54.25136655
473,4716.448337,54.2544
474,4726.442278,54.2544
475,4736.429904,54.54549433
476,4746.42114,54.2544
477,4756.412375,54.2544
478,4766.403159,54.2544
479,4776.365035,54.5592
480,4786.349051,54.5592
481,4796.333067,55.15044302
482,4806.315278,54.5592
483,4816.300648,54.53681583
484,4826.285567,54.2544
485,4836.270486,54.2544
486,4846.255405,54.2544
487,4856.240324,54.2544
488,4866.225694,55.5060964
489,4876.211516,56.3024579
490,4886.196435,54.2544
491,4896.182257,54.2544
492,4906.167176,53.9496
493,4916.152095,53.9496
494,4926.137014,53.9496
495,4936.122835,53.9496
496,4946.107754,53.9496
497,4956.093576,53.9496
498,4966.070819,53.9496
499,4976.053933,53.88787295
500,4986.037046,53.91693596
501,4996.006609,53.6448
502,5005.987014,53.65752163
503,5015.955672,65.37351827
504,5025.933367,53.64591107
505,5035.90293,53.68149979
506,5045.878366,54.09341968
507,5055.853352,53.34840008
508,5065.818393,53.34
509,5075.792022,53.37405042
510,5085.761585,53.36763965
511,5095.733859,53.6448
512,5105.706133,53.6448
513,5115.67027,54.01710484
514,5125.641188,53.9496
515,5135.612107,53.9496
516,5145.564478,54.34019043
517,5155.535396,54.28958539
518,5165.498628,54.40820644
519,5175.469999,54.27897758
520,5185.441369,54.5592
521,5195.412739,54.5592
522,5205.38411,54.5885548
523,5215.345532,54.864
524,5225.315999,54.864
525,5235.280136,54.864
526,5245.251054,56.35704649
527,5255.22152,54.5592
528,5265.191987,55.30056486
529,5275.150242,55.0849881
530,5285.122517,54.77673002
531,5295.095243,55.20598989
532,5305.054856,54.2544
533,5315.028937,54.2544
534,5324.985835,54.96570155
535,5334.963079,53.9496
536,5344.939871,53.9496
537,5354.903103,53.9496
538,5364.885314,54.15254552
539,5374.867073,54.18375171
540,5384.848832,54.2544
541,5394.825624,54.2544
542,5404.811446,54.5334454
543,5414.789141,54.2544
544,5424.778572,56.52324819
545,5434.768003,55.33898893
546,5444.75202,54.56227055
547,5454.743255,54.70643513
548,5464.735393,54.864
549,5474.72753,54.864
550,5484.718314,54.864
551,5494.70955,54.82173298
552,5504.700785,54.5592
553,5514.692021,54.6226199
554,5524.683256,54.58914549
555,5534.674491,54.54264205
556,5544.666178,54.35571406
557,5554.657413,54.30870417
558,5564.648649,56.65133525
559,5574.639433,54.2544
560,5584.630668,54.2544
561,5594.622355,54.05508877
562,5604.614492,53.9496
563,5614.60663,55.81709727
564,5624.598767,54.53328408
565,5634.590904,53.96601542
566,5644.582591,53.76532893
567,5654.574728,53.6448
568,5664.55739,53.6448
569,5674.545919,53.6448
570,5684.534448,53.64019216
571,5694.504915,53.34382091
572,5704.472217,53.39489946
573,5714.452621,53.34
574,5724.432123,55.34580361
575,5734.411625,57.80479503
576,5744.35403,53.36571962
577,5754.329015,56.87125727
578,5763.873672,53.37420476
579,5773.874825,53.54540189
580,5783.875978,53.6448
581,5793.877131,53.9496
582,5803.878284,54.39037582
583,5813.879438,54.864
584,5823.880591,55.19170567
585,5833.881744,55.4736
586,5843.882897,56.0832
587,5853.88405,56.388
588,5863.885203,56.6928
589,5873.823075,57.52951925
590,5883.816114,57.3024
591,5893.806447,68.58396943
592,5903.796781,61.07943792
593,5913.786663,58.8264
594,5923.668146,71.628
595,5933.578773,59.436
596,5943.579926,62.80292847
597,5953.581079,71.60963397
598,5963.582232,61.0572411
599,5973.583836,61.5696
600,5983.584989,61.8744
601,5993.586593,62.484
602,6003.587746,62.81457546
603,6013.588899,63.10025608
604,6023.590052,63.3984
605,6033.591205,63.7032
606,6043.592359,64.008
607,6053.593512,75.21819868
608,6063.594665,74.51174435
609,6073.595818,64.008
610,6083.596971,64.008
611,6093.598124,64.15649162
612,6103.599277,65.55128433
613,6113.600431,64.3128
614,6123.602485,73.92787753
615,6133.604089,65.90479807
616,6143.605692,66.91210114
617,6153.606845,65.04148749
618,6163.607999,64.32929506
619,6173.610053,65.8416385
620,6183.611657,64.6176
621,6193.61281,64.6176
622,6203.613963,64.6176
623,6213.615567,64.6176
624,6223.61717,64.6176
625,6233.618774,65.31071549
626,6243.619927,64.9224
627,6253.62108,65.81071484
628,6263.623135,65.2272
629,6273.624288,65.34437338
630,6283.625441,66.51417313
631,6293.626594,65.8368
632,6303.628198,66.73456502
633,6313.629351,66.32138861
634,6321.427348,66.1416
635,6331.397815,67.07055424
636,6341.368281,65.84643581
637,6351.339651,65.8368
638,6361.311022,65.81207035
639,6371.281488,65.532
640,6381.252406,65.53207005
641,6391.223325,65.24202365
642,6401.193791,65.2272
643,6411.164258,65.67629263
644,6421.135176,65.2272
645,6431.106094,65.2272
646,6441.076561,65.2272
647,6451.047479,65.532
648,6461.017945,65.70809805
649,6470.988412,65.532
650,6480.958878,65.83234047
651,6490.929797,66.77199981
652,6500.901167,65.8368
653,6510.871633,68.44560557
654,6520.8421,66.1416
655,6530.813018,66.7512
656,6540.784388,67.35500911
657,6550.755307,70.60810208
658,6560.725321,68.579516
659,6570.695787,69.6229323
660,6580.666254,69.77158278
661,6590.63672,70.104
662,6600.607639,70.7136
663,6610.578105,71.3232
664,6620.548571,71.74052796
665,6630.519038,72.2376
666,6640.489504,72.8472
667,6650.459971,73.52031875
668,6660.430437,73.7616
669,6670.401355,74.3712
670,6680.371822,74.95663965
671,6690.342288,75.2856
672,6700.312754,75.5904
673,6710.283673,76.26184562
674,6720.255043,75.8952
675,6730.226413,76.303353
676,6740.197332,76.2
677,6750.167798,76.2
678,6760.138265,76.43689957
679,6770.108731,76.2
680,6780.079197,76.75807507
681,6790.049664,77.15204867
682,6800.02013,77.07571741
683,6809.990597,77.53555352
684,6819.961063,76.5048
685,6829.931529,77.0563751
686,6839.902448,76.5048
687,6849.872914,76.5048
688,6859.84338,76.5048
689,6869.813847,76.8096
690,6879.784765,76.8096
691,6889.755232,77.87104822
692,6899.725698,76.90583564
693,6909.696164,76.8096
694,6919.666631,76.8096
695,6929.637097,90.99880034
696,6939.608016,79.33483621
697,6949.578482,78.4182092
698,6959.548948,80.33639704
699,6969.519415,80.16061442
700,6979.490333,80.78570981
701,6989.461251,81.6864
702,6999.43217,82.53276142
703,7009.402636,84.2844577
704,7019.373103,84.1248
705,7029.343569,85.00248063
706,7039.314035,85.6488
707,7049.284954,90.14653715
708,7059.25542,88.34263602
709,7069.226338,88.0872
710,7079.196805,89.86800192
711,7089.167271,89.84466984
712,7099.137738,90.5256
713,7109.108204,91.1352
714,7119.07867,91.7448
715,7129.049589,92.84579724
716,7139.020055,92.6592
717,7148.990522,93.2688
718,7158.96144,93.8784
719,7168.93281,95.50016133
720,7178.904181,95.0976
721,7188.874647,97.14782091
722,7198.846017,98.19250702
723,7208.817387,96.82399287
724,7218.788758,97.2312
725,7228.759224,97.60683286
726,7238.729691,98.10729019
727,7248.700157,98.35642634
728,7258.670623,98.1456
729,7268.641542,98.63793355
730,7278.61246,98.1456
731,7288.58383,98.1191298
732,7298.554297,98.31416398
733,7308.525215,98.31984205
734,7318.495682,97.8408
735,7328.466148,105.9522887
736,7338.436614,97.90768085
737,7348.407081,96.6216
738,7358.377547,96.39117514
739,7368.348013,95.64980723
740,7378.319384,95.0976
741,7388.290754,94.488
742,7398.26122,93.8784
743,7408.231687,93.80927815
744,7418.202605,92.93593017
745,7428.173072,92.83492532
746,7438.14399,92.20742224
747,7448.114908,91.70372853
748,7458.085827,91.1471458
749,7468.056745,90.8304
750,7478.028115,90.77112859
751,7487.998582,90.26374931
752,7497.969048,90.76731705
753,7507.939515,89.83397494
754,7517.910433,96.14085071
755,7527.880899,88.12506759
756,7537.851818,88.25867956
757,7547.822736,88.80956159
758,7557.793202,88.28731559
759,7567.763669,86.71903543
760,7577.734135,86.2683869
761,7587.704602,86.52524791
762,7597.675068,85.68429029
763,7607.645534,84.7344
764,7617.616001,84.23759598
765,7627.586467,83.82
766,7637.556934,84.09521146
767,7647.527852,84.05465192
768,7657.499222,82.6008
769,7667.469689,82.25353129
770,7677.440155,81.6864
771,7687.410621,81.46519564
772,7697.381088,84.26514971
773,7707.352458,88.71090215
774,7717.323828,80.4816615
775,7727.294747,80.19395665
776,7737.265665,80.1624
777,7747.237035,80.90707067
778,7757.207954,80.36171081
779,7767.17842,80.1624
780,7777.148886,80.89222666
781,7787.119353,81.50353703
782,7797.089819,82.89626552
783,7807.060286,85.40806903
784,7817.031656,82.78043261
785,7827.003026,80.6141452
786,7836.974397,80.44367879
787,7846.945315,80.97724587
788,7856.915781,80.4672
789,7866.886248,81.61814152
790,7876.856714,80.59397455
791,7886.827632,80.47122728
792,7896.798099,81.5510386
793,7906.768565,81.2858529
794,7916.739032,82.51684593
795,7926.70995,80.4672
796,7936.68132,80.77688272
797,7946.651787,80.8890535
798,7956.622253,81.14417786
799,7966.593171,80.96846127
800,7976.564542,80.82634662
801,7986.535912,80.772
802,7996.50683,81.85859961
803,8006.478201,82.34731743
804,8016.449571,81.53266026
805,8026.420489,81.18964454
806,8036.390956,81.0768
807,8046.361422,81.0768
808,8056.331888,81.0768
809,8066.302355,81.30919431
810,8076.272821,81.20256837
811,8086.24374,81.50935899
812,8096.21511,82.47973291
813,8106.186028,81.3816
814,8116.156495,82.1422444
815,8126.127413,81.43477144
816,8136.098331,81.3816
817,8146.069702,82.35205288
818,8156.041072,81.6864
819,8166.012442,84.15684715
820,8175.983813,81.6864
821,8185.955183,81.9912
822,8195.926101,81.9912
823,8205.896568,82.296
824,8215.867034,82.296
825,8225.8375,82.87430373
826,8235.807967,82.66615842
827,8245.778433,82.74245645
828,8255.749352,82.9056
829,8265.72027,83.15545233
830,8275.690736,83.2104
831,8285.661655,83.2122857
832,8295.632573,83.5152
833,8305.603039,83.5152
834,8315.573506,83.82
835,8325.543972,83.82
836,8335.515342,85.1850297
837,8345.486713,84.1248
838,8355.457179,84.4296
839,8365.427646,84.7344
840,8375.398564,85.0392
841,8385.369482,85.344
842,8395.340853,87.8510591
843,8405.312223,86.22143313
844,8415.283141,86.5632
845,8425.253608,86.868
846,8435.224074,87.1728
847,8445.195444,91.2553061
848,8455.166815,87.7824
849,8465.138185,88.0872
850,8475.109555,88.392
851,8485.080022,88.6968
852,8495.050488,89.0016
853,8505.020954,89.3064
854,8514.991421,89.6112
855,8524.961887,90.2208
856,8534.933257,91.10888257
857,8544.904628,90.8304
858,8554.875998,91.1629894
859,8564.846916,91.76886221
860,8574.817383,92.49543643
861,8584.788301,94.15566535
862,8594.759219,93.37310057
863,8604.729686,93.66948104
864,8614.700604,94.1832
865,8624.671071,95.17535823
866,8634.641537,95.32568683
867,8644.612003,97.16978655
868,8654.582922,96.3168
869,8664.553388,97.38831386
870,8674.523855,97.2312
871,8684.494321,97.8408
872,8694.465239,98.1456
873,8704.436158,98.4504
874,8714.406624,98.82691314
875,8724.37709,99.47611829
876,8734.347557,99.87013617
877,8744.318927,99.9744
878,8754.289394,100.2792
879,8764.25986,100.6069064
880,8774.230326,100.8888
881,8784.200793,102.7806289
882,8794.171259,101.6644777
883,8804.142177,102.0405991
884,8814.113096,103.4365299
885,8824.084014,102.7176
886,8834.054481,103.253502
887,8844.024947,103.4292324
888,8853.995413,103.3272
889,8863.96588,112.1833121
890,8873.936798,103.3272
891,8883.908168,103.3272
892,8893.879539,103.3272
893,8903.850457,103.3294896
894,8913.821827,103.3307336
895,8923.792746,103.3272
896,8933.763212,103.3272
897,8943.733678,103.484175
898,8953.704145,105.2835113
899,8963.675063,103.4185477
900,8973.64553,103.3272
901,8983.616448,104.0939885
902,8993.586914,103.3272
903,9003.557381,103.3272
904,9013.527847,103.3272
905,9023.498765,103.3272
906,9033.469232,103.3272
907,9043.439698,103.9056246
908,9053.410165,104.5077232
909,9063.381535,103.3272
910,9073.352453,103.3988032
911,9083.32292,103.3272
912,9093.293838,104.0960558
913,9103.264756,103.3272
914,9113.235675,103.5463132
915,9123.206141,103.6853077
916,9133.177511,103.4796566
917,9143.148882,103.3272
918,9153.1198,103.3272
919,9163.090718,103.5882148
920,9173.061637,103.3272
921,9183.032555,103.3272
922,9193.003474,103.3272
923,9202.97394,103.3272
924,9212.944406,103.3272
925,9222.915325,104.2047627
926,9232.885791,103.632
927,9242.856257,104.9667866
928,9252.827176,103.632
929,9262.797642,105.4491037
930,9272.768109,103.5080004
931,9282.739479,103.3272
932,9292.710849,103.3272
933,9302.681316,103.3272
934,9312.651782,103.3272
935,9322.6227,105.9816468
936,9332.593167,103.3272
937,9342.564537,103.3272
938,9352.535455,103.0569192
939,9362.505922,103.0049329
940,9372.476388,102.240459
941,9382.447307,101.7025492
942,9392.418677,101.449731
943,9402.389143,100.924556
944,9412.35961,99.8520076
945,9422.330076,99.63918083
946,9432.300542,99.18901
947,9442.271009,98.7552
948,9452.241475,98.1456
949,9462.212394,97.8408
950,9472.18286,97.42674353
951,9482.153778,96.9264
952,9492.124245,96.9264
953,9502.094711,110.24303
954,9512.065177,96.9264
955,9522.035644,96.9264
956,9532.00611,97.2312
957,9541.976577,97.2312
958,9551.947043,97.2312
959,9561.917509,97.50629939
960,9571.88888,97.536
961,9581.859798,98.72853977
962,9591.830264,97.8408
963,9601.800731,98.79671856
964,9611.771197,99.3648
965,9621.741664,99.9744
966,9631.713034,100.584
967,9641.683952,101.4420367
968,9651.655323,101.8032
969,9661.626693,102.8504845
970,9671.598063,102.4128
971,9681.56853,102.108
972,9691.538996,101.8073475
973,9701.509914,101.1936
974,9711.480833,100.584
975,9721.451751,99.74670709
976,9731.422217,99.33871978
977,9741.393136,99.06
978,9751.364506,98.7552
979,9761.335424,98.4504
980,9771.306343,98.1456
981,9781.276809,97.8408
982,9791.247728,97.536
983,9801.218194,97.2312
984,9811.18866,97.0100608
985,9821.160031,97.2081994
986,9831.130497,96.012
987,9841.101415,95.4024
988,9851.072334,98.03403249
989,9861.0428,93.6212587
990,9871.013267,92.964
991,9880.983733,92.93272736
992,9890.954199,93.13703854
993,9900.925118,91.1352
994,9910.895584,91.1352
995,9920.866954,90.8304
996,9930.837873,91.42061273
997,9940.808339,91.17778532
998,9950.779257,90.8304
999,9960.750628,90.5256
1000,9970.721094,90.79367162
1001,9980.691561,90.5256
1002,9990.662027,91.10057278
1003,10000.63249,90.5256
1004,10010.60296,90.5256
1005,10020.57343,90.2208
1006,10030.54389,90.34318704
1007,10040.51436,90.32022026
1008,10050.48528,91.05482385
1009,10060.45574,92.16635966
1010,10070.42711,90.73222485
1011,10080.39848,90.5256
1012,10090.3694,90.8304
1013,10100.33987,90.87265903
1014,10110.31079,91.1352
1015,10120.28216,91.80495003
1016,10130.25308,91.62363011
1017,10140.22399,91.7448
1018,10150.19446,94.76320451
1019,10160.16538,92.3544
1020,10170.13675,92.6592
1021,10180.10767,93.2688
1022,10190.07813,93.87622015
1023,10200.0495,94.32547088
1024,10210.02087,94.7928
1025,10219.99134,95.0976
1026,10229.96181,102.2218512
1027,10239.93227,95.0976
1028,10249.90274,95.0976
1029,10259.87321,94.7928
1030,10269.84367,94.7928
1031,10279.81459,94.488
1032,10289.78506,94.4784243
1033,10299.75643,94.1832
1034,10309.7278,94.1832
1035,10319.69872,94.1832
1036,10329.66918,94.1832
1037,10339.63965,93.8784
